experiment,i,M,base,pm,lora,q,BS,GAS,GBS,beam,tGPU,gGPU
ResoluteSerenno,18,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,17,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,16,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,15,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,14,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,13,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,12,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,11,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,10,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,9,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,8,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,7,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,6,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,5,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,4,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,3,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,2,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResoluteSerenno,1,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,54.,19.
ResilientTatooine,11,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,26.
ResilientTatooine,10,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,26.
ResilientTatooine,9,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,26.
ResilientTatooine,8,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,26.
ResilientTatooine,7,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,26.
ResilientTatooine,6,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,26.
ResilientTatooine,5,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,26.
ResilientTatooine,4,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,26.
ResilientTatooine,3,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,26.
ResilientTatooine,2,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,26.
ResilientTatooine,1,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,26.
ResilientCrait,0,h,CharismaticDQar/4,11,,bf16,256,128,6,3,Non,35.
ResilientRyndellia,10,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,9,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,8,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,7,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,6,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,5,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,4,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,3,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,2,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
ResilientRyndellia,1,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,22.
RadiantPasaana,0,h,LegendaryNaboo/6,11,32,nf4,256,128,6,3,Non,21.
RelentlessPasaana,11,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,25.
RelentlessPasaana,10,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,25.
RelentlessPasaana,9,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,25.
RelentlessPasaana,8,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,25.
RelentlessPasaana,7,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,25.
RelentlessPasaana,6,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,25.
RelentlessPasaana,5,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,25.
RelentlessPasaana,4,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,25.
RelentlessPasaana,3,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,25.
RelentlessPasaana,2,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,25.
RelentlessPasaana,1,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,25.
RadiantYavinIV,0,h,ResplendentWatto/10,11,32,nf4,256,128,6,3,Non,20.
RadiantDantooine,10,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,9,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,8,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,7,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,6,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,5,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,4,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,3,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,2,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
RadiantDantooine,1,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,23.
PulsarDarthVader,11,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,20.
PulsarDarthVader,10,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,20.
PulsarDarthVader,9,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,20.
PulsarDarthVader,8,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,20.
PulsarDarthVader,7,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,20.
PulsarDarthVader,6,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,20.
PulsarDarthVader,5,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,20.
PulsarDarthVader,4,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,20.
PulsarDarthVader,3,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,20.
PulsarDarthVader,2,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,20.
PulsarDarthVader,1,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,20.
NobleMortis,11,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,20.
NobleMortis,10,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,20.
NobleMortis,9,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,20.
NobleMortis,8,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,20.
NobleMortis,7,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,20.
NobleMortis,6,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,20.
NobleMortis,5,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,20.
NobleMortis,4,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,20.
NobleMortis,3,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,20.
NobleMortis,2,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,20.
NobleMortis,1,h,ResoluteSerenno/21,11,32,nf4,256,128,6,3,53.,20.
NobleHapes,0,h,ResilientRyndellia/3,11,32,nf4,256,128,6,3,Non,21.
MythicalAjanKloss,0,h,IconicZolan/10,11,32,nf4,256,128,6,3,Non,20.
MysticalZam,0,h,SereneVandor/3,11,32,nf4,256,128,6,3,Non,20.
MysticalRex,0,h,MysticalEzra/5,11,32,nf4,256,128,6,3,Non,23.
NebulousKessel,10,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,53.,24.
NebulousKessel,9,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,53.,24.
NebulousKessel,8,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,53.,24.
NebulousKessel,7,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,53.,24.
NebulousKessel,6,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,53.,24.
NebulousKessel,5,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,53.,24.
NebulousKessel,4,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,53.,24.
NebulousKessel,3,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,53.,24.
NebulousKessel,2,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,53.,24.
NebulousKessel,1,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,53.,24.
MythicalBatuu,0,h,FiercePoe/6,11,32,nf4,256,128,6,3,Non,20.
MajesticRyloth,0,h,NebulousKessel/6,11,32,nf4,256,128,6,3,Non,20.
LuminousFelucia,0,h,ImmortalEndor/11,11,32,nf4,256,128,6,3,Non,22.
MajesticPolisMassa,0,h,DazzlingGreef/7,11,32,nf4,256,128,6,3,Non,19.
MysticalEzra,11,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,25.
MysticalEzra,10,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,25.
MysticalEzra,9,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,25.
MysticalEzra,8,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,25.
MysticalEzra,7,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,25.
MysticalEzra,6,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,25.
MysticalEzra,5,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,25.
MysticalEzra,4,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,25.
MysticalEzra,3,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,25.
MysticalEzra,2,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,25.
MysticalEzra,1,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,25.
LivelyTatooine,0,h,ImmortalEndor/5,11,32,nf4,256,128,6,3,Non,22.
LivelyClakdorVII,11,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,10,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,9,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,8,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,7,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,6,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,5,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,4,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,3,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,2,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LivelyClakdorVII,1,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,20.
LimitlessRex,11,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,21.
LimitlessRex,10,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,21.
LimitlessRex,9,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,21.
LimitlessRex,8,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,21.
LimitlessRex,7,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,21.
LimitlessRex,6,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,21.
LimitlessRex,5,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,21.
LimitlessRex,4,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,21.
LimitlessRex,3,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,21.
LimitlessRex,2,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,21.
LimitlessRex,1,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,21.
LimitlessPonda,11,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,10,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,9,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,8,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,7,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,6,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,5,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,4,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,3,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,2,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,1,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LegendaryNaboo,10,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,22.
LegendaryNaboo,9,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,22.
LegendaryNaboo,8,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,22.
LegendaryNaboo,7,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,22.
LegendaryNaboo,6,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,22.
LegendaryNaboo,5,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,22.
LegendaryNaboo,4,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,22.
LegendaryNaboo,3,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,22.
LegendaryNaboo,2,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,22.
LegendaryNaboo,1,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,53.,22.
LegendaryMustafar,0,h,FierceEndor/10,11,32,nf4,256,128,6,3,Non,19.
InfiniteExegol,0,h,EnthrallingPillio/5,11,,bf16,256,128,6,3,Non,35.
ImmortalStewjon,21,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,20,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,19,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,18,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,17,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,16,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,15,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,14,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,13,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,12,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,11,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,10,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,9,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,8,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,7,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,6,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,5,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,4,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,3,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,2,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
ImmortalStewjon,1,h,google/flan-t5-xxl,11,32,nf4,256,128,6,3,47.,17.
InfiniteZam,0,h,ThunderousZolan/11,11,32,nf4,256,128,6,3,Non,20.
LegendaryAhchTo,21,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,20,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,19,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,18,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,17,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,16,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,15,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,14,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,13,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,12,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,11,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,10,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,9,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,8,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,7,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,6,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,5,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,4,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,3,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,2,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,1,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
InfiniteDromundKaas,10,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,21.
InfiniteDromundKaas,9,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,21.
InfiniteDromundKaas,8,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,21.
InfiniteDromundKaas,7,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,21.
InfiniteDromundKaas,6,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,21.
InfiniteDromundKaas,5,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,21.
InfiniteDromundKaas,4,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,21.
InfiniteDromundKaas,3,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,21.
InfiniteDromundKaas,2,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,21.
InfiniteDromundKaas,1,h,EpicYoda/21,11,32,nf4,256,128,6,3,46.,21.
ImmortalEndor,11,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,51.,22.
ImmortalEndor,10,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,51.,22.
ImmortalEndor,9,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,51.,22.
ImmortalEndor,8,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,51.,22.
ImmortalEndor,7,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,51.,22.
ImmortalEndor,6,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,51.,22.
ImmortalEndor,5,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,51.,22.
ImmortalEndor,4,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,51.,22.
ImmortalEndor,3,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,51.,22.
ImmortalEndor,2,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,51.,22.
ImmortalEndor,1,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,51.,22.
IconicZolan,11,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,10,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,9,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,8,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,7,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,6,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,5,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,4,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,3,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,2,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicZolan,1,h,UnconquerableGrievous/21,11,32,nf4,256,128,6,3,53.,21.
IconicCoruscant,1,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,53.,24.
HyperspaceEwok,0,h,CaptivatingAtollon/9,11,32,nf4,256,128,6,3,Non,21.
HyperspaceCantonica,0,h,DaringUtapau/8,11,,bf16,256,128,6,3,Non,32.
HyperspaceLahmu,11,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,10,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,9,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,8,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,7,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,6,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,5,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,4,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,3,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,2,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,1,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HarmoniousKanan,0,h,CaptivatingVandor/3,11,,bf16,256,128,6,3,Non,31.
HarmoniousTauntaun,10,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,28.
HarmoniousTauntaun,9,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,28.
HarmoniousTauntaun,8,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,28.
HarmoniousTauntaun,7,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,28.
HarmoniousTauntaun,6,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,28.
HarmoniousTauntaun,5,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,28.
HarmoniousTauntaun,4,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,28.
HarmoniousTauntaun,3,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,28.
HarmoniousTauntaun,2,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,28.
HarmoniousTauntaun,1,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,28.
HarmoniousDengar,0,h,NobleMortis/10,11,32,nf4,256,128,6,3,Non,19.
HarmoniousRex,1,h,google/t5-v1_1-xxl,11,32,nf4,256,128,6,3,53.,23.
GalacticGreedo,0,h,UnchartedPillio/2,11,,bf16,256,128,6,3,Non,32.
GalacticKylo,10,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,27.
GalacticKylo,9,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,27.
GalacticKylo,8,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,27.
GalacticKylo,7,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,27.
GalacticKylo,6,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,27.
GalacticKylo,5,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,27.
GalacticKylo,4,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,27.
GalacticKylo,3,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,27.
GalacticKylo,2,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,27.
GalacticKylo,1,h,TimelessOrson/21,3b,,bf16,128,32,6,3,47.,27.
